ID,Age,Gender,Department,Work_Mode,Current_Experience,Companies_Count,Education_Years,Total_Experience,Seniority,Monthly_Hours,Job_Satisfaction,Performance_Review,Salary
5441,41.0,Female,HR,Remote,11.0,3.0,14.0,17.0,Senior,153.0,5.0,9.0,21600.0
5442,33.0,Female,Finance,Hybrid,5.0,4.0,15.0,6.0,Mid,190.0,3.0,7.0,18400.0
5443,39.0,Male,Support,Office,3.0,1.0,15.0,9.0,Mid,174.0,4.0,7.0,12400.0
5444,35.0,Male,HR,Remote,5.0,5.0,14.0,5.0,Mid,148.0,5.0,8.0,13800.0
5445,30.0,Female,Legal,Office,0.0,5.0,18.0,2.0,Junior,167.0,4.0,8.0,10800.0
5446,43.0,Male,HR,Hybrid,25.0,7.0,3.0,25.0,Senior,167.0,5.0,9.0,22100.0
5447,41.0,Male,R&D,Office,28.0,3.0,17.0,28.0,Manager,187.0,2.0,6.0,44500.0
5448,43.0,Male,Sales,Hybrid,31.0,0.0,15.0,31.0,Manager,193.0,5.0,8.0,38500.0
5449,54.0,Male,Sales,Hybrid,25.0,3.0,14.0,25.0,Manager,202.0,2.0,6.0,34000.0
5450,34.0,Male,Finance,Hybrid,2.0,1.0,16.0,6.0,Mid,200.0,3.0,10.0,21000.0
5451,28.0,Female,Legal,Office,3.0,0.0,18.0,3.0,Junior,162.0,3.0,6.0,10100.0
5452,50.0,Female,Sales,Office,3.0,0.0,14.0,20.0,Senior,195.0,3.0,6.0,23200.0
5453,48.0,Female,Support,Office,22.0,5.0,13.0,22.0,Senior,169.0,4.0,6.0,17900.0
5454,33.0,Female,Support,Office,7.0,6.0,14.0,8.0,Mid,172.0,4.0,7.0,11900.0
5455,44.0,Male,Legal,Office,4.0,7.0,19.0,17.0,Senior,155.0,5.0,9.0,31400.0
5456,24.0,Male,Support,Hybrid,,7.0,13.0,2.0,Junior,183.0,2.0,7.0,7500.0
5457,39.0,Male,Marketing,Remote,21.0,1.0,18.0,23.0,Senior,184.0,5.0,9.0,25800.0
5458,42.0,Female,Legal,Office,19.0,2.0,21.0,41.0,Manager,186.0,3.0,8.0,46600.0
5459,62.0,Female,Finance,Office,29.0,7.0,15.0,33.0,Manager,225.0,1.0,6.0,39400.0
5460,49.0,Female,Support,Remote,2.0,2.0,13.0,18.0,Senior,144.0,5.0,8.0,19900.0
5461,37.0,Female,R&D,Remote,1.0,1.0,16.0,,Mid,159.0,5.0,9.0,22200.0
5462,22.0,Female,R&D,Hybrid,0.0,5.0,16.0,2.0,Junior,155.0,4.0,8.0,12700.0
5463,40.0,Male,HR,Office,8.0,6.0,15.0,9.0,Mid,174.0,2.0,6.0,12300.0
5464,38.0,Male,HR,Hybrid,6.0,1.0,15.0,12.0,Mid,167.0,3.0,8.0,13700.0
5465,28.0,Male,Finance,Hybrid,10.0,1.0,15.0,10.0,Mid,184.0,3.0,,18500.0
5466,34.0,Male,Legal,,5.0,0.0,18.0,6.0,Mid,185.0,2.0,6.0,18200.0
5467,38.0,Female,HR,Hybrid,3.0,6.0,16.0,5.0,Mid,184.0,3.0,7.0,13200.0
5468,40.0,Male,HR,Hybrid,2.0,7.0,15.0,8.0,Mid,167.0,4.0,9.0,14800.0
5469,55.0,Female,R&D,Office,34.0,7.0,16.0,34.0,Manager,208.0,1.0,7.0,46200.0
5470,36.0,Female,HR,Hybrid,4.0,0.0,12.0,12.0,Mid,183.0,2.0,8.0,13100.0
5471,46.0,Male,R&D,Hybrid,35.0,1.0,17.0,41.0,Manager,208.0,2.0,7.0,46800.0
5472,26.0,,Support,Hybrid,0.0,5.0,14.0,2.0,Junior,171.0,2.0,6.0,6500.0
5473,35.0,Male,Support,Hybrid,7.0,0.0,14.0,13.0,Senior,173.0,4.0,9.0,20500.0
5474,36.0,Male,Finance,Office,7.0,4.0,15.0,25.0,Senior,181.0,3.0,8.0,31300.0
5475,42.0,Female,Marketing,Hybrid,7.0,1.0,15.0,17.0,Senior,198.0,5.0,9.0,24700.0
5476,34.0,Male,HR,Hybrid,9.0,6.0,15.0,10.0,Mid,174.0,3.0,7.0,13400.0
5477,46.0,Female,Support,Remote,1.0,0.0,14.0,22.0,Senior,159.0,5.0,8.0,19100.0
5478,35.0,Female,Support,Office,5.0,2.0,14.0,12.0,Mid,176.0,4.0,7.0,12000.0
5479,26.0,Female,Legal,Office,4.0,7.0,21.0,4.0,Junior,173.0,3.0,7.0,11800.0
5480,29.0,Female,Finance,Remote,3.0,1.0,18.0,7.0,Mid,199.0,4.0,8.0,20100.0
5481,25.0,Male,Sales,Hybrid,1.0,6.0,15.0,4.0,Junior,184.0,3.0,8.0,10400.0
5482,36.0,Male,Sales,Remote,0.0,6.0,18.0,5.0,Mid,184.0,4.0,9.0,17000.0
5483,39.0,Male,Finance,Office,8.0,1.0,15.0,13.0,Senior,183.0,3.0,8.0,29700.0
5484,32.0,Male,R&D,Office,6.0,1.0,16.0,12.0,Mid,149.0,5.0,8.0,20800.0
5485,26.0,Female,Marketing,Office,1.0,3.0,13.0,4.0,Junior,,2.0,6.0,7900.0
5486,42.0,Female,Legal,Remote,3.0,1.0,17.0,17.0,Senior,170.0,5.0,8.0,29800.0
5487,27.0,Male,Legal,Remote,1.0,2.0,19.0,2.0,Junior,161.0,4.0,8.0,11000.0
5488,49.0,Male,Finance,Hybrid,35.0,0.0,16.0,41.0,Manager,196.0,3.0,6.0,40600.0
5489,43.0,Male,Sales,Office,22.0,1.0,16.0,24.0,Senior,204.0,1.0,6.0,25400.0
5490,38.0,Female,Marketing,Office,12.0,5.0,16.0,12.0,Senior,155.0,4.0,8.0,24200.0
5491,37.0,Female,Support,Hybrid,5.0,4.0,14.0,5.0,Mid,160.0,3.0,6.0,11000.0
5492,42.0,Female,Finance,Hybrid,17.0,5.0,15.0,17.0,Senior,171.0,4.0,9.0,32400.0
5493,22.0,Female,R&D,Hybrid,0.0,5.0,17.0,0.0,Junior,157.0,5.0,10.0,13900.0
5494,28.0,Male,Marketing,Office,1.0,0.0,16.0,1.0,Junior,170.0,2.0,6.0,8000.0
5495,32.0,Male,Sales,Hybrid,6.0,2.0,14.0,10.0,Mid,192.0,3.0,6.0,15000.0
5496,37.0,Male,Support,Office,5.0,7.0,15.0,12.0,Mid,162.0,4.0,8.0,12700.0
5497,39.0,Male,Finance,Hybrid,12.0,7.0,17.0,15.0,Senior,191.0,3.0,8.0,31300.0
5498,33.0,Female,Legal,Hybrid,3.0,3.0,17.0,10.0,Mid,179.0,2.0,7.0,18200.0
5499,32.0,Female,HR,Remote,8.0,6.0,14.0,12.0,Mid,156.0,5.0,9.0,14300.0
5500,28.0,Female,Legal,Hybrid,0.0,7.0,17.0,3.0,Junior,151.0,3.0,7.0,11100.0
5501,29.0,Male,Legal,Office,0.0,2.0,20.0,5.0,Mid,188.0,2.0,7.0,20200.0
5502,47.0,Male,Support,Office,0.0,5.0,12.0,25.0,Senior,161.0,4.0,9.0,20000.0
5503,64.0,Male,Sales,Remote,31.0,3.0,15.0,34.0,Manager,,5.0,9.0,39800.0
5504,44.0,Male,Finance,Office,11.0,0.0,15.0,23.0,Senior,180.0,4.0,10.0,32500.0
5505,56.0,Female,Sales,Office,34.0,6.0,15.0,34.0,Manager,217.0,1.0,6.0,35500.0
5506,34.0,Male,HR,Remote,3.0,3.0,13.0,7.0,Mid,168.0,5.0,9.0,13200.0
5507,33.0,Female,Legal,Hybrid,8.0,0.0,18.0,10.0,Mid,156.0,5.0,9.0,20800.0
5508,43.0,Female,Support,Hybrid,0.0,7.0,13.0,13.0,Senior,147.0,5.0,10.0,22400.0
5509,37.0,Male,Marketing,Office,1.0,6.0,15.0,5.0,Mid,173.0,4.0,9.0,16600.0
5510,,Female,Marketing,Remote,4.0,2.0,15.0,21.0,Senior,166.0,4.0,8.0,23800.0
5511,48.0,Male,Support,Office,34.0,5.0,15.0,34.0,Manager,208.0,1.0,6.0,26900.0
5512,48.0,Female,Marketing,Office,9.0,2.0,16.0,24.0,Senior,182.0,4.0,8.0,24800.0
5513,25.0,Female,Legal,Office,0.0,3.0,19.0,1.0,Junior,171.0,4.0,7.0,11100.0
5514,29.0,Female,Finance,Office,1.0,6.0,15.0,4.0,Junior,173.0,3.0,8.0,11200.0
5515,28.0,Male,Support,Remote,0.0,4.0,12.0,5.0,Mid,154.0,5.0,9.0,12900.0
5516,42.0,Male,Support,Hybrid,8.0,5.0,14.0,12.0,Senior,167.0,4.0,8.0,20300.0
5517,58.0,Male,Sales,Hybrid,26.0,5.0,17.0,26.0,Manager,199.0,4.0,7.0,38400.0
5518,43.0,Male,R&D,Remote,10.0,2.0,16.0,11.0,Senior,172.0,5.0,10.0,36400.0
5519,28.0,Female,Sales,Office,1.0,3.0,14.0,2.0,Junior,197.0,1.0,6.0,9100.0
5520,38.0,Female,Marketing,Office,1.0,1.0,16.0,9.0,Mid,153.0,4.0,7.0,14700.0
5521,38.0,Male,R&D,Hybrid,23.0,7.0,17.0,24.0,Senior,166.0,3.0,6.0,31900.0
5522,40.0,Male,Support,Hybrid,0.0,7.0,14.0,6.0,Mid,194.0,3.0,7.0,12200.0
5523,23.0,Male,Marketing,Hybrid,3.0,0.0,15.0,4.0,Junior,183.0,2.0,7.0,9100.0
5524,41.0,Male,HR,Office,20.0,1.0,15.0,20.0,Senior,172.0,4.0,8.0,22000.0
5525,43.0,Male,Marketing,Hybrid,1.0,6.0,16.0,12.0,Senior,183.0,3.0,8.0,24200.0
5526,33.0,Male,R&D,Office,4.0,7.0,19.0,5.0,Mid,189.0,2.0,8.0,21700.0
5527,37.0,Female,R&D,Office,8.0,1.0,20.0,17.0,Senior,171.0,3.0,8.0,35400.0
5528,35.0,Male,Support,Office,16.0,1.0,12.0,18.0,Senior,153.0,4.0,8.0,
5529,49.0,Male,Finance,Office,5.0,3.0,16.0,15.0,Senior,195.0,4.0,8.0,30500.0
5530,50.0,Female,HR,Office,29.0,2.0,12.0,30.0,Manager,205.0,1.0,6.0,26600.0
5531,33.0,Male,Support,Office,3.0,5.0,15.0,9.0,Mid,157.0,3.0,7.0,12700.0
5532,35.0,Female,HR,,12.0,1.0,15.0,16.0,Senior,163.0,4.0,10.0,23000.0
5533,42.0,Female,HR,Remote,2.0,6.0,17.0,16.0,Senior,150.0,5.0,9.0,23700.0
5534,44.0,Female,Support,Hybrid,5.0,7.0,12.0,18.0,Senior,150.0,5.0,9.0,19900.0
5535,37.0,Male,Legal,Remote,4.0,3.0,17.0,12.0,Mid,162.0,4.0,8.0,18300.0
5536,35.0,Male,Marketing,Remote,20.0,7.0,17.0,20.0,Senior,177.0,5.0,10.0,26000.0
5537,31.0,Female,Sales,Office,1.0,7.0,,6.0,Mid,188.0,2.0,6.0,14700.0
5538,28.0,Female,HR,Hybrid,4.0,2.0,16.0,9.0,Mid,172.0,4.0,8.0,14500.0
5539,48.0,Male,Legal,Remote,,0.0,,29.0,Manager,169.0,5.0,9.0,45800.0
5540,23.0,Male,R&D,Hybrid,2.0,2.0,,2.0,Junior,177.0,4.0,6.0,11800.0
5541,50.0,Male,Support,Office,14.0,2.0,14.0,15.0,Senior,163.0,3.0,7.0,19600.0
5542,45.0,Male,Finance,Hybrid,12.0,7.0,16.0,12.0,Senior,175.0,3.0,7.0,28800.0
5543,22.0,Female,Legal,Office,1.0,1.0,20.0,4.0,Junior,180.0,4.0,9.0,12100.0
5544,36.0,Male,Marketing,Office,5.0,6.0,14.0,12.0,Senior,155.0,4.0,10.0,25900.0
5545,23.0,Male,Legal,Office,1.0,3.0,17.0,2.0,Junior,167.0,3.0,7.0,10800.0
5546,23.0,Female,HR,Office,0.0,5.0,16.0,2.0,Junior,156.0,3.0,7.0,8400.0
5547,63.0,Male,Finance,Office,17.0,6.0,15.0,26.0,Manager,206.0,1.0,6.0,41400.0
5548,30.0,Female,Legal,Remote,2.0,4.0,18.0,11.0,Mid,133.0,5.0,7.0,19000.0
5549,27.0,Female,Marketing,,0.0,0.0,15.0,0.0,Junior,176.0,2.0,6.0,8500.0
5550,39.0,Male,Legal,Office,3.0,3.0,18.0,10.0,Mid,174.0,3.0,,18500.0
5551,26.0,Female,Support,Office,2.0,5.0,13.0,4.0,Junior,196.0,1.0,6.0,7400.0
5552,40.0,Female,Finance,Hybrid,7.0,1.0,18.0,8.0,Mid,187.0,4.0,9.0,21100.0
5553,28.0,Male,R&D,Remote,3.0,7.0,17.0,3.0,Junior,,5.0,8.0,13400.0
5554,27.0,Male,HR,Office,0.0,3.0,12.0,2.0,Junior,181.0,1.0,6.0,6900.0
5555,40.0,Male,HR,Office,8.0,5.0,13.0,11.0,Mid,181.0,2.0,6.0,11900.0
5556,28.0,Female,Finance,Hybrid,6.0,4.0,19.0,8.0,Mid,200.0,3.0,9.0,21700.0
5557,26.0,Female,Marketing,Hybrid,3.0,0.0,15.0,3.0,Junior,146.0,,7.0,9300.0
5558,40.0,Male,Support,Office,4.0,6.0,13.0,8.0,Mid,161.0,3.0,7.0,11900.0
5559,22.0,Female,Legal,Office,1.0,2.0,20.0,3.0,Junior,159.0,4.0,7.0,11700.0
5560,39.0,Male,Legal,Hybrid,1.0,5.0,19.0,10.0,Senior,188.0,5.0,9.0,31500.0
5561,26.0,Female,Sales,Office,0.0,0.0,14.0,4.0,Junior,194.0,2.0,7.0,9800.0
5562,57.0,Female,HR,Remote,4.0,6.0,12.0,27.0,Manager,198.0,5.0,10.0,33000.0
5563,39.0,Male,Legal,Office,13.0,4.0,21.0,14.0,Senior,156.0,5.0,9.0,33100.0
5564,54.0,Female,R&D,Office,23.0,0.0,17.0,28.0,Manager,196.0,3.0,8.0,49100.0
5565,40.0,Female,HR,Remote,0.0,5.0,15.0,5.0,Mid,140.0,5.0,8.0,13500.0
5566,26.0,Female,HR,Remote,0.0,0.0,17.0,2.0,Junior,146.0,4.0,8.0,8400.0
5567,27.0,Male,,Office,2.0,1.0,15.0,2.0,Junior,186.0,1.0,7.0,10300.0
5568,50.0,Female,Sales,Remote,22.0,2.0,16.0,41.0,Manager,202.0,2.0,6.0,35400.0
5569,32.0,Female,Support,Hybrid,4.0,7.0,14.0,8.0,Mid,174.0,3.0,7.0,12100.0
5570,,Male,Legal,Office,2.0,4.0,18.0,3.0,Junior,162.0,3.0,8.0,11300.0
5571,30.0,Male,Legal,Hybrid,6.0,7.0,18.0,12.0,Mid,175.0,2.0,8.0,19300.0
5572,39.0,Male,HR,Office,0.0,7.0,12.0,9.0,Mid,170.0,3.0,8.0,
5573,31.0,Female,HR,Office,9.0,1.0,16.0,12.0,Mid,188.0,1.0,6.0,12200.0
5574,37.0,Female,Marketing,Office,16.0,0.0,17.0,16.0,Senior,164.0,4.0,8.0,24200.0
5575,25.0,Male,Marketing,Hybrid,1.0,0.0,15.0,1.0,Junior,147.0,5.0,8.0,9800.0
5576,40.0,Female,Legal,Remote,6.0,6.0,18.0,9.0,Mid,167.0,5.0,8.0,19000.0
5577,35.0,Male,Finance,Office,2.0,7.0,16.0,7.0,Mid,189.0,3.0,6.0,18300.0
5578,,Female,Finance,Office,5.0,3.0,17.0,10.0,Mid,174.0,4.0,8.0,19600.0
5579,22.0,Male,R&D,Hybrid,0.0,1.0,18.0,0.0,Junior,166.0,3.0,6.0,11700.0
5580,23.0,Male,Legal,Hybrid,3.0,4.0,19.0,3.0,Junior,172.0,3.0,7.0,12400.0
5581,30.0,Male,Legal,Hybrid,2.0,4.0,19.0,5.0,Mid,165.0,3.0,7.0,18600.0
5582,44.0,Male,Legal,Office,10.0,7.0,17.0,,Senior,156.0,5.0,9.0,31700.0
5583,25.0,Female,R&D,Hybrid,0.0,6.0,16.0,0.0,Junior,167.0,2.0,7.0,12200.0
5584,39.0,Female,Marketing,Office,17.0,7.0,15.0,22.0,Senior,180.0,3.0,7.0,22800.0
5585,31.0,Male,Finance,Hybrid,6.0,4.0,16.0,6.0,Mid,180.0,2.0,6.0,18500.0
5586,33.0,Male,Legal,Office,7.0,5.0,17.0,9.0,Mid,172.0,3.0,9.0,19700.0
5587,30.0,Male,R&D,Office,6.0,5.0,16.0,10.0,Mid,167.0,4.0,8.0,20600.0
5588,32.0,Female,HR,Hybrid,0.0,5.0,12.0,12.0,Mid,155.0,,9.0,13600.0
5589,42.0,Female,Finance,Remote,10.0,4.0,15.0,20.0,Senior,173.0,4.0,8.0,30400.0
5590,28.0,Male,Sales,Hybrid,5.0,0.0,13.0,7.0,Mid,179.0,3.0,7.0,15400.0
5591,45.0,Female,Finance,Remote,11.0,5.0,19.0,11.0,Senior,184.0,5.0,10.0,34600.0
5592,50.0,Male,HR,Office,5.0,0.0,16.0,23.0,Senior,184.0,4.0,8.0,21300.0
5593,30.0,Female,Marketing,Hybrid,1.0,6.0,13.0,1.0,Junior,180.0,,7.0,8400.0
5594,47.0,Female,Support,Hybrid,16.0,1.0,13.0,20.0,Senior,161.0,5.0,9.0,19900.0
5595,34.0,Female,Support,Hybrid,1.0,2.0,14.0,6.0,Mid,156.0,3.0,7.0,11800.0
5596,63.0,,Marketing,Remote,38.0,6.0,18.0,39.0,Manager,166.0,5.0,8.0,36700.0
5597,,Female,HR,Remote,3.0,4.0,14.0,25.0,Senior,162.0,5.0,9.0,22600.0
5598,37.0,Female,R&D,Hybrid,2.0,0.0,16.0,9.0,Mid,161.0,4.0,8.0,21200.0
5599,41.0,Female,Finance,Hybrid,8.0,1.0,16.0,13.0,Senior,171.0,4.0,9.0,31200.0
5600,28.0,Male,Finance,Remote,0.0,4.0,18.0,1.0,Junior,198.0,4.0,8.0,12000.0
5601,32.0,Male,R&D,Office,5.0,2.0,16.0,5.0,Mid,175.0,4.0,7.0,21000.0
5602,23.0,Male,Support,Remote,0.0,4.0,12.0,0.0,Junior,164.0,3.0,,7600.0
5603,43.0,Female,Legal,Remote,2.0,5.0,17.0,17.0,Senior,163.0,5.0,10.0,31900.0
5604,22.0,Male,Legal,Hybrid,0.0,3.0,18.0,1.0,Junior,189.0,3.0,8.0,12100.0
5605,33.0,,Marketing,Hybrid,5.0,7.0,15.0,8.0,Mid,167.0,3.0,7.0,14400.0
5606,50.0,Male,Legal,Office,8.0,4.0,20.0,13.0,Senior,177.0,4.0,10.0,33600.0
5607,42.0,Male,Marketing,Office,23.0,3.0,17.0,23.0,Senior,180.0,4.0,8.0,24900.0
5608,35.0,Female,Legal,Hybrid,9.0,2.0,17.0,10.0,Mid,192.0,4.0,8.0,19000.0
5609,40.0,Female,Sales,Office,9.0,7.0,16.0,15.0,Senior,184.0,3.0,9.0,29100.0
5610,39.0,Female,Support,Hybrid,6.0,3.0,12.0,12.0,Mid,184.0,3.0,7.0,12000.0
5611,45.0,Female,Marketing,Remote,3.0,2.0,15.0,23.0,Senior,138.0,5.0,8.0,24000.0
5612,32.0,Female,Sales,Office,8.0,1.0,,10.0,Mid,210.0,1.0,6.0,15900.0
5613,38.0,Male,R&D,Office,15.0,3.0,17.0,15.0,Senior,175.0,3.0,10.0,36200.0
5614,59.0,Male,Support,Hybrid,24.0,7.0,12.0,40.0,Manager,204.0,1.0,6.0,26000.0
5615,38.0,Female,Support,Office,7.0,7.0,13.0,13.0,Senior,154.0,5.0,7.0,18900.0
5616,33.0,Male,Marketing,Hybrid,6.0,5.0,15.0,11.0,Mid,153.0,3.0,7.0,15600.0
5617,38.0,Male,Marketing,Hybrid,13.0,4.0,16.0,13.0,Senior,162.0,4.0,9.0,25100.0
5618,53.0,Female,HR,Office,23.0,4.0,16.0,25.0,Manager,195.0,4.0,9.0,32500.0
5619,37.0,Male,Legal,Office,5.0,1.0,17.0,5.0,Mid,166.0,4.0,7.0,18000.0
5620,37.0,Male,R&D,Remote,3.0,6.0,17.0,13.0,Senior,155.0,5.0,7.0,30900.0
5621,23.0,Male,R&D,Office,0.0,0.0,19.0,2.0,Junior,167.0,3.0,6.0,
5622,36.0,Male,Finance,Hybrid,3.0,5.0,16.0,9.0,Mid,156.0,5.0,9.0,20400.0
5623,37.0,Male,Sales,Remote,16.0,5.0,13.0,19.0,Senior,180.0,5.0,9.0,26300.0
5624,38.0,Male,Sales,Remote,6.0,2.0,16.0,10.0,Mid,172.0,4.0,8.0,16800.0
5625,22.0,Female,HR,Office,0.0,5.0,17.0,0.0,Junior,181.0,1.0,6.0,7300.0
5626,32.0,Female,Finance,Hybrid,3.0,0.0,16.0,6.0,Mid,179.0,4.0,8.0,19000.0
5627,42.0,Male,R&D,Hybrid,8.0,0.0,16.0,17.0,Senior,165.0,3.0,8.0,34500.0
5628,38.0,Female,Legal,Hybrid,8.0,1.0,18.0,10.0,Mid,171.0,2.0,7.0,18700.0
5629,40.0,Male,Legal,Hybrid,0.0,1.0,21.0,11.0,Senior,178.0,4.0,8.0,32000.0
5630,47.0,Male,Legal,Hybrid,13.0,6.0,19.0,21.0,Senior,183.0,4.0,9.0,32400.0
5631,33.0,Male,Legal,Office,5.0,6.0,19.0,8.0,,169.0,3.0,6.0,17800.0
5632,29.0,Female,Sales,Hybrid,0.0,3.0,14.0,10.0,Mid,190.0,2.0,7.0,15200.0
5633,38.0,Male,R&D,Hybrid,5.0,5.0,19.0,9.0,Mid,170.0,4.0,7.0,21300.0
5634,32.0,Female,Legal,Hybrid,3.0,3.0,18.0,6.0,Mid,166.0,3.0,9.0,21600.0
5635,25.0,Female,R&D,Office,0.0,3.0,20.0,0.0,Junior,146.0,5.0,7.0,13500.0
5636,49.0,Male,Finance,Office,23.0,3.0,16.0,27.0,Manager,212.0,1.0,6.0,40900.0
5637,36.0,Female,Sales,Remote,2.0,3.0,16.0,14.0,Senior,164.0,4.0,,28000.0
5638,49.0,Female,Marketing,Office,13.0,4.0,14.0,13.0,Senior,180.0,3.0,7.0,22300.0
5639,49.0,Male,Marketing,Office,23.0,6.0,16.0,23.0,Senior,159.0,5.0,9.0,27200.0
5640,23.0,Male,Finance,Hybrid,1.0,1.0,15.0,1.0,Junior,,3.0,7.0,11500.0
5641,28.0,Female,Sales,Hybrid,0.0,2.0,14.0,1.0,Junior,175.0,3.0,7.0,9700.0
5642,45.0,Female,HR,Office,4.0,6.0,15.0,27.0,Manager,201.0,2.0,6.0,28400.0
5643,34.0,Male,Support,Hybrid,5.0,2.0,14.0,7.0,Mid,166.0,3.0,7.0,11800.0
5644,45.0,Male,Finance,Hybrid,23.0,2.0,16.0,23.0,Senior,191.0,3.0,6.0,28900.0
5645,34.0,Male,R&D,Hybrid,9.0,2.0,16.0,9.0,Mid,137.0,4.0,9.0,22400.0
5646,35.0,Male,Finance,Remote,12.0,2.0,15.0,13.0,Senior,198.0,5.0,8.0,30700.0
5647,40.0,Male,Support,Office,16.0,4.0,13.0,18.0,Senior,157.0,5.0,7.0,18300.0
5648,39.0,Female,Finance,Hybrid,9.0,6.0,16.0,11.0,Mid,194.0,3.0,8.0,19900.0
5649,61.0,Female,Sales,Office,21.0,1.0,15.0,21.0,Manager,215.0,2.0,6.0,35100.0
5650,37.0,Male,R&D,Office,4.0,5.0,17.0,6.0,Mid,178.0,3.0,8.0,21800.0
5651,35.0,Female,Support,Hybrid,1.0,3.0,16.0,11.0,Mid,160.0,3.0,6.0,11800.0
5652,32.0,Female,Legal,Office,5.0,3.0,17.0,5.0,Mid,165.0,3.0,6.0,17300.0
5653,36.0,Male,Marketing,Hybrid,0.0,6.0,14.0,19.0,Senior,174.0,,7.0,22800.0
5654,32.0,Male,HR,Office,0.0,7.0,15.0,11.0,Mid,170.0,2.0,6.0,12100.0
5655,23.0,Male,Finance,Office,0.0,3.0,18.0,0.0,Junior,174.0,3.0,6.0,10700.0
5656,36.0,Female,Finance,Hybrid,0.0,6.0,15.0,6.0,Mid,191.0,4.0,8.0,18300.0
5657,63.0,Male,Support,Hybrid,14.0,7.0,15.0,26.0,Manager,222.0,2.0,8.0,29500.0
5658,31.0,Female,HR,Office,3.0,1.0,15.0,,Mid,164.0,3.0,6.0,12600.0
5659,37.0,Male,Finance,Remote,4.0,6.0,17.0,5.0,Mid,180.0,5.0,7.0,18400.0
5660,37.0,Male,Marketing,Office,0.0,1.0,17.0,10.0,Mid,172.0,2.0,6.0,13700.0
5661,42.0,Male,Support,Office,5.0,5.0,13.0,10.0,Senior,165.0,4.0,7.0,18700.0
5662,36.0,Male,Sales,Office,4.0,4.0,15.0,7.0,Mid,194.0,2.0,7.0,16400.0
5663,28.0,,R&D,,1.0,4.0,19.0,5.0,Mid,,4.0,8.0,21000.0
5664,33.0,Female,Marketing,Office,6.0,7.0,16.0,12.0,Mid,163.0,3.0,7.0,14600.0
5665,32.0,Male,HR,Hybrid,0.0,5.0,15.0,5.0,Mid,187.0,3.0,8.0,14100.0
5666,46.0,Female,HR,Hybrid,8.0,3.0,17.0,11.0,Senior,170.0,3.0,6.0,19800.0
5667,28.0,Female,,Office,7.0,6.0,16.0,7.0,Mid,182.0,1.0,7.0,14500.0
5668,31.0,Male,Legal,Remote,11.0,5.0,18.0,11.0,Mid,164.0,,8.0,19700.0
5669,24.0,Female,Sales,Office,3.0,7.0,13.0,4.0,Junior,185.0,1.0,8.0,9900.0
5670,35.0,Male,Finance,Office,5.0,1.0,16.0,5.0,Mid,184.0,2.0,6.0,18000.0
5671,32.0,Female,Sales,Office,9.0,3.0,15.0,11.0,Mid,193.0,2.0,,15700.0
5672,34.0,Male,Finance,Office,11.0,6.0,16.0,12.0,Mid,171.0,3.0,7.0,19500.0
5673,46.0,Female,Finance,Hybrid,11.0,4.0,18.0,22.0,Senior,189.0,5.0,10.0,35300.0
5674,25.0,Male,HR,Office,0.0,5.0,17.0,1.0,Junior,185.0,1.0,7.0,8800.0
5675,39.0,Female,Finance,Hybrid,2.0,3.0,16.0,10.0,Mid,191.0,4.0,9.0,21700.0
5676,37.0,Female,Marketing,Hybrid,6.0,4.0,15.0,10.0,Mid,149.0,,9.0,16300.0
5677,36.0,Male,Legal,Hybrid,,6.0,19.0,5.0,Mid,153.0,4.0,7.0,18800.0
5678,37.0,Male,Finance,Hybrid,1.0,0.0,17.0,10.0,Mid,185.0,3.0,7.0,18800.0
5679,41.0,Male,Marketing,Office,8.0,6.0,13.0,21.0,,160.0,4.0,7.0,22000.0
5680,46.0,Female,R&D,Office,6.0,7.0,17.0,16.0,Senior,180.0,5.0,8.0,32700.0
5681,23.0,Male,HR,Hybrid,3.0,2.0,17.0,4.0,Junior,164.0,1.0,6.0,7600.0
5682,40.0,Female,Sales,Office,1.0,0.0,16.0,5.0,Mid,191.0,1.0,6.0,16100.0
5683,37.0,Male,Support,Office,6.0,7.0,14.0,12.0,Mid,193.0,2.0,8.0,12400.0
5684,25.0,Male,,Hybrid,0.0,7.0,16.0,3.0,Junior,185.0,,7.0,10500.0
5685,48.0,Male,Sales,Office,8.0,5.0,16.0,15.0,Senior,172.0,4.0,7.0,25700.0
5686,33.0,Male,Legal,Hybrid,10.0,3.0,20.0,10.0,Mid,174.0,2.0,7.0,19600.0
5687,34.0,Female,Support,Office,11.0,3.0,15.0,11.0,Mid,173.0,3.0,7.0,12700.0
5688,28.0,Female,Legal,Remote,0.0,7.0,17.0,6.0,Mid,163.0,,8.0,18700.0
5689,33.0,Male,HR,Hybrid,0.0,1.0,12.0,8.0,Mid,186.0,4.0,9.0,14400.0
5690,35.0,Male,Finance,Office,3.0,2.0,,17.0,Senior,170.0,5.0,9.0,33400.0
5691,30.0,Male,R&D,Hybrid,9.0,4.0,16.0,9.0,Mid,181.0,5.0,9.0,22600.0
5692,29.0,Female,Sales,Hybrid,0.0,3.0,13.0,4.0,Junior,177.0,3.0,6.0,8300.0
5693,47.0,Male,Legal,Hybrid,,4.0,20.0,19.0,Senior,186.0,5.0,10.0,33400.0
5694,30.0,Female,Finance,Hybrid,0.0,4.0,17.0,0.0,Junior,159.0,3.0,8.0,11300.0
